73,11.1,8
69,10.35,8
64,9.6,8
56,8.4,8
48,7.2,8
46,6.9,8
45,6.75,8
45,6.75,8
44,6.6,8
34,5.1,8
26,3.9,8
23,3.45,8
24,3.6,8
20,3,8
13,1.95,8
12,1.8,8
12,1.8,8
10,1.5,8
7,1.05,8
3,0.45,8
-4,-0.6,8
-6,-0.9,8
-6,-0.9,8
-10,-1.5,8
-18,-2.7,8
-20,-3,8
-20,-3,8
-22,-3.3,8
-24,-3.6,8
-25,-3.75,8
-26,-3.9,8
-26,-3.9,8
-26,-3.9,8
-27,-4.05,8
-28,-4.2,8
-28,-4.2,8
-28,-4.2,8
-28,-4.2,8
-28,-4.2,8
-27,-4.05,8
-26,-3.9,8
-25,-3.75,8
-24,-3.6,8
-23,-3.45,8
-22,-3.3,8
-19,-2.85,8
-18,-2.7,8
-17,-2.55,8
-16,-2.4,8
-15,-2.25,8
-13,-1.95,-8
-12,-1.8,-8
6,0.9,-8
13,1.95,-8
29,4.35,-8
31,4.65,-8
38,5.7,-8
50,7.5,-8
53,7.95,-8
56,8.4,-8
66,9.9,8
76,11.4,8
72,10.8,8
70,10.5,8
82,12.3,8
85,12.75,8
85,12.75,8
84,12.6,8
84,12.6,8
83,12.45,8
82,12.3,-8
80,12,-8
80,12,-8
74,11.25,-8
73,10.95,-8
73,10.95,-8
73,10.95,-8
73,10.95,-8
72,10.8,-8
71,10.65,-8
70,10.5,8
70,10.5,8
63,9.45,8
58,8.7,8
48,7.2,8
42,6.3,8
33,4.95,8
24,3.6,8
19,2.85,8
11,1.8,8
-1,-0.15,8
-10,-1.5,8
-18,-2.7,8
-27,-4.05,8
-35,-5.25,8
-43,-6.45,8
-52,-7.8,8
-60,-9,8
-68,-10.2,8
-74,-11.1,8
-76,-11.4,-8
-76,-11.4,-8
-68,-10.2,-8
-70,-10.5,-8
-80,-12,-8
-85,-12.75,-8
-82,-12.3,-8
-82,-12.3,-8
-82,-12.3,-8
-78,-11.85,-8
-76,-11.4,-8
-73,-10.95,-8
-66,-9.9,-8
-61,-9.15,-8
-57,-8.55,-8
-52,-7.8,-8
-47,-7.05,-8
-40,-6,-8
-32,-4.8,-8
-20,-3,-8
-13,-1.95,-8
-4,-0.6,-8
4,0.6,-8
12,1.8,-8
21,3.15,-8
28,4.2,-8
34,5.1,-8
42,6.3,-8
50,7.5,-8
58,8.7,-8
61,9.15,-8
64,9.6,-8
69,10.2,-8
72,10.8,-8
74,11.1,-8
76,11.4,-8
78,11.7,-8
80,12,-8
80,12,-8
81,12.15,-8
81,12.15,8
81,12.15,8
76,11.4,8
73,10.95,8
74,11.1,8
69,10.35,8
59,8.85,8
52,7.8,8
37,5.55,8
28,4.2,8
22,3.3,-8
12,1.95,-8
-1,-0.15,-8
-2,-0.3,-8
-5,-0.75,-8
-5,-0.6,-8
-3,-0.45,-8
-1,-0.15,-8
0,-0.15,-8
2,0.3,-8
4,0.6,-8
6,0.9,-8
10,1.5,-8
14,2.1,-8
16,2.4,-8
18,2.7,-8
22,3.3,-8
24,3.6,-8
27,4.05,-8
31,4.65,-8
34,5.1,-8
36,5.4,-8
37,5.55,-8
38,5.7,-8
40,6,-8
42,6.3,-8
45,6.75,-8
46,6.9,-8
46,6.9,-8
47,7.05,-8
47,7.05,8
47,7.05,8
46,6.9,8
44,6.6,8
44,6.6,8
39,5.85,8
36,5.4,8
33,4.95,8
25,3.75,8
14,2.1,8
8,1.2,8
6,0.9,8
3,0.45,8
-7,-1.05,8
-17,-2.55,8
-23,-3.45,8
-32,-4.8,8
-38,-5.7,8
-39,-5.85,8
-42,-6.3,8
-50,-7.5,8
-57,-8.55,8
-59,-8.85,8
-63,-9.45,8
-71,-10.65,8
-78,-11.7,8
-83,-12.45,8
-85,-12.75,8
-87,-13.05,8
-92,-13.8,8
-94,-14.1,-8
-92,-13.8,-8
-78,-11.7,-8
-76,-11.4,-8
-77,-11.55,-8
-74,-11.1,-8
-69,-10.35,-8
-64,-9.6,-8
-55,-8.25,-8
-49,-7.35,-8
-40,-6,-8
-18,-2.7,-8
-3,-0.45,-8
1,0.15,-8
5,0.75,-8
34,5.1,-8
48,7.2,-8
52,7.8,-8
57,8.55,-8
74,11.1,-8
84,12.6,8
85,12.75,8
75,11.25,8
68,10.35,8
71,10.65,8
91,13.65,8
94,14.1,8
96,14.4,8
96,14.4,8
97,14.55,8
96,14.4,-8
93,13.95,-8
102,15.3,-8
98,14.7,-8
96,14.4,-8
91,13.65,-8
92,13.8,-8
91,13.65,-8
91,13.65,-8
91,13.65,-8
90,13.5,8
89,13.35,8
83,12.45,8
77,11.55,8
65,9.75,8
55,8.25,8
47,7.05,8
37,5.55,8
25,3.75,8
16,2.55,8
11,1.65,-8
1,0.15,-8
-4,-0.6,-8
-6,-0.9,-8
-17,-2.55,-8
-21,-3.15,-8
-23,-3.45,-8
-29,-4.35,-8
-36,-5.4,-8
-43,-6.45,-8
-44,-6.6,8
-47,-7.05,8
-95,-14.25,8
-90,-13.5,8
-91,-13.65,8
-93,-13.95,8
-97,-14.55,8
-97,-14.55,8
-97,-14.55,8
-99,-14.85,8
-105,-15.75,8
-106,-15.9,8
-107,-16.05,8
-107,-16.05,8
-107,-16.05,8
-107,-16.05,8
-107,-16.05,8
-107,-16.05,8
-106,-15.9,8
-104,-15.6,8
-101,-15.15,-8
-99,-14.85,-8
-87,-13.05,-8
-83,-12.45,-8
-73,-10.95,-8
-66,-9.9,-8
-57,-8.55,-8
-43,-6.45,-8
-13,-1.95,-8
-2,-0.3,-8
8,1.2,8
25,3.75,8
34,5.1,8
32,4.8,8
49,7.35,8
51,7.65,8
53,7.95,8
55,8.25,8
63,9.45,8
66,9.9,8
66,9.9,8
66,9.9,8
72,10.8,8
77,11.55,8
77,11.55,8
77,11.55,8
77,11.55,8
78,11.7,8
77,11.55,8
77,11.55,8
77,11.55,8
75,11.25,8
74,11.25,8
73,10.95,8
69,10.35,8
66,9.9,8
63,9.45,8
57,8.7,8
52,7.8,8
46,6.9,8
39,5.85,-8
30,4.5,-8
24,3.6,-8
23,3.45,-8
22,3.3,-8
22,3.3,-8
21,3.15,-8
21,3.15,-8
20,3,-8
19,2.85,-8
19,2.85,-8
19,2.85,-8
18,2.7,-8
18,2.7,-8
17,2.55,-8
16,2.4,-8
16,2.4,-8
15,2.25,-8
14,2.25,-8
14,2.1,-8
14,2.1,-8
13,1.95,-8
13,1.95,-8
12,1.8,-8
12,1.8,-8
12,1.8,-8
11,1.65,-8
11,1.65,-8
11,1.65,-8
11,1.65,-8
10,1.5,-8
10,1.5,-8
10,1.5,-8
10,1.5,-8
10,1.5,-8
10,1.5,-8
10,1.5,-8
10,1.5,-8
10,1.5,-8
10,1.5,-8
10,1.5,8
11,1.65,8
9,1.35,8
7,1.05,8
1,0.15,8
-2,-0.3,8
-4,-0.6,8
-8,-1.2,8
-11,-1.65,8
-16,-2.4,8
-17,-2.4,8
-25,-3.75,8
-29,-4.35,8
-29,-4.35,8
-32,-4.8,8
-44,-6.6,8
-46,-6.9,8
-46,-6.9,8
-47,-7.05,8
-51,-7.65,8
-52,-7.8,-8
-52,-7.8,-8
-43,-6.45,-8
-42,-6.3,-8
-47,-7.05,-8
-44,-6.6,-8
-41,-6.15,-8
-38,-5.7,-8
-32,-4.8,-8
-25,-3.9,-8
-15,-2.25,8
-2,-0.3,8
3,0.45,8
3,0.45,8
5,0.75,8
6,0.9,8
8,1.2,8
8,1.2,8
9,1.35,8
12,1.8,8
14,2.1,-8
13,1.95,-8
25,3.75,-8
29,4.35,-8
35,5.25,-8
39,5.85,-8
42,6.3,-8
46,6.9,-8
48,7.2,-8
57,8.55,-8
64,9.6,8
68,10.2,8
64,9.6,8
61,9.15,8
66,9.9,8
66,9.9,8
65,9.75,8
63,9.45,8
61,9.15,8
60,9,8
59,8.85,8
55,8.4,8
38,5.7,8
35,5.25,8
33,4.95,8
26,3.9,8
19,2.85,8
18,2.7,8
14,2.1,8
1,0.15,8
-3,-0.45,-8
-6,-0.9,-8
-10,-1.5,-8
-9,-1.35,-8
-25,-3.75,-8
-25,-3.75,-8
-24,-3.6,-8
-24,-3.6,-8
-24,-3.6,-8
-24,-3.6,-8
-23,-3.45,-8
-23,-3.45,-8
-22,-3.3,-8
-21,-3.15,-8
-20,-3,-8
-19,-2.85,-8
-18,-2.7,-8
-17,-2.55,-8
-16,-2.4,-8
-15,-2.25,-8
-15,-2.25,8
-12,-1.8,8
0,0,8
-1,-0.15,8
-1,-0.15,8
-2,-0.3,8
-3,-0.45,8
-4,-0.6,8
-4,-0.6,8
-6,-0.9,8
-7,-1.05,8
-7,-1.05,8
-8,-1.2,8
-8,-1.2,8
-9,-1.35,8
-9,-1.35,8
-10,-1.5,8
-10,-1.5,8
-11,-1.65,8
-22,-3.3,8
-24,-3.6,8
-26,-3.9,8
-26,-3.9,8
-27,-4.05,8
-27,-4.05,8
-27,-4.05,8
-27,-4.05,8
-27,-4.05,8
-27,-4.05,8
-27,-4.05,8
-26,-3.9,-8
-26,-3.9,-8
-19,-2.85,-8
-16,-2.4,-8
-14,-2.1,-8
-9,-1.35,-8
1,0.15,-8
10,1.5,-8
19,2.85,-8
23,3.45,-8
32,4.65,-8
44,6.6,-8
48,7.2,-8
50,7.5,-8
56,8.4,-8
68,10.2,-8
71,10.65,-8
77,11.4,-8
83,12.45,-8
86,12.9,-8
90,13.5,-8
97,14.55,-8
101,15.15,-8
103,15.45,-8
104,15.6,-8
105,15.75,-8
105,15.75,-8
105,15.75,-8
105,15.75,-8
105,15.75,-8
105,15.75,8
105,15.75,8
97,14.55,8
94,14.1,8
85,12.9,8
72,10.8,8
65,9.75,8
59,8.85,8
39,5.85,8
28,4.2,8
22,3.3,8
25,3.75,8
27,4.05,8
1,0.15,8
-31,-4.65,8
-19,-2.85,8
-12,-1.8,8
-25,-3.75,8
-46,-6.9,8
-47,-7.05,8
-43,-6.45,8
-43,-6.45,8
-55,-8.25,8
-58,-8.7,8
-55,-8.4,8
-53,-7.95,8
-56,-8.4,8
-56,-8.4,8
-56,-8.4,8
-54,-8.1,8
-55,-8.25,8
-54,-8.1,8
-50,-7.5,8
-49,-7.35,8
-48,-7.2,8
-48,-7.2,8
-47,-7.05,8
-46,-6.9,8
-45,-6.75,8
-41,-6.15,8
-33,-4.95,8
-27,-4.05,8
-22,-3.3,8
-19,-2.85,8
-16,-2.4,8
-9,-1.35,8
-4,-0.6,8
-1,-0.15,8
2,0.3,8
5,0.75,8
12,1.8,-8
15,2.25,-8
22,3.3,-8
24,3.6,-8
40,6,-8
52,7.8,-8
61,9.15,-8
69,10.35,-8
76,11.4,-8
81,12.15,-8
86,12.9,8
90,13.5,8
82,12.3,8
80,12,8
83,12.45,8
92,13.8,8
91,13.65,8
90,13.5,8
89,13.35,8
87,13.05,8
85,12.75,8
83,12.45,8
80,12,8
72,10.8,8
64,9.75,8
59,8.85,8
51,7.65,8
47,7.05,8
43,6.45,8
36,5.4,8
31,4.65,-8
25,3.75,-8
21,3.15,-8
21,3.15,-8
18,2.85,-8
14,2.1,-8
13,1.95,-8
12,1.8,-8
11,1.65,-8
10,1.5,-8
8,1.2,8
6,0.9,8
-4,-0.6,8
-6,-0.9,8
-13,-1.95,8
-24,-3.6,8
-27,-4.05,8
-30,-4.5,8
-34,-5.1,8
-41,-6.15,8
-50,-7.35,8
-54,-8.1,8
-58,-8.7,8
-61,-9.15,8
-64,-9.6,8
-65,-9.75,8
-66,-9.9,8
-68,-10.2,8
-69,-10.35,8
-70,-10.5,8
-70,-10.5,-8
-69,-10.35,-8
-61,-9.3,-8
-63,-9.45,-8
-62,-9.3,-8
-58,-8.7,-8
-50,-7.65,-8
-44,-6.6,-8
-35,-5.25,-8
-31,-4.65,-8
-21,-3.3,-8
-6,-0.9,-8
0,0,-8
8,1.05,-8
19,2.85,-8
26,3.9,-8
36,5.4,-8
46,6.9,-8
53,7.95,-8
59,8.85,-8
66,9.9,-8
74,10.95,-8
78,11.7,-8
81,12.15,-8
86,12.9,-8
91,13.65,-8
93,13.95,-8
95,14.25,-8
97,14.55,-8
98,14.7,-8
99,14.85,8
99,14.85,8
93,13.95,8
87,13.05,8
90,13.5,8
88,13.2,8
84,12.6,8
78,11.7,8
66,9.9,8
55,8.25,8
45,6.75,-8
33,4.95,-8
23,3.45,-8
22,3.3,-8
17,2.55,-8
12,1.8,-8
4,0.6,-8
1,0.3,-8
-1,-0.15,-8
-5,-0.75,-8
-13,-1.95,8
-17,-2.55,8
-29,-4.35,8
-29,-4.35,8
-42,-6.3,8
-49,-7.35,8
-50,-7.5,8
-49,-7.35,8
-54,-8.1,8
-55,-8.25,8
-55,-8.25,8
-56,-8.4,8
-57,-8.55,8
-57,-8.55,8
-57,-8.55,8
-57,-8.55,8
-57,-8.55,8
-57,-8.55,8
-57,-8.55,8
-56,-8.4,8
-54,-8.1,-8
-52,-7.8,-8
-42,-6.3,-8
-35,-5.25,-8
-25,-3.75,-8
-18,-2.7,-8
-7,-1.2,-8
6,0.75,-8
16,2.4,-8
24,3.6,-8
39,5.85,8
50,7.5,8
50,7.5,8
46,6.9,8
55,8.25,8
59,8.85,8
72,10.8,8
73,10.95,8
73,10.95,8
71,10.65,8
71,10.65,8
71,10.65,8
71,10.65,8
71,10.65,8
71,10.65,8
71,10.65,8
70,10.5,8
68,10.35,8
67,10.05,8
63,9.45,8
57,8.55,8
50,7.5,8
48,7.2,8
46,6.9,8
42,6.3,8
37,5.55,8
35,5.25,8
34,5.1,8
33,4.95,8
29,4.35,8
21,3.15,-8
19,2.85,-8
19,3,-8
18,2.7,-8
17,2.55,-8
17,2.55,-8
17,2.55,-8
18,2.7,-8
17,2.55,-8
17,2.55,-8
17,2.55,8
19,2.85,8
19,2.85,8
16,2.4,8
7,1.05,8
2,0.3,8
1,0.15,8
-1,-0.15,8
-7,-1.05,8
-13,-1.95,8
-15,-2.25,-8
-16,-2.4,-8
-13,-1.8,-8
-14,-2.1,-8
-19,-2.85,-8
-20,-3,-8
-18,-2.7,-8
-18,-2.7,-8
-17,-2.55,-8
-16,-2.4,-8
-14,-2.1,-8
-13,-1.95,-8
-12,-1.8,-8
-11,-1.65,-8
-9,-1.35,-8
-4,-0.6,-8
4,0.6,-8
6,0.9,-8
8,1.2,-8
10,1.5,-8
13,1.95,8
24,3.45,8
29,4.35,8
27,4.05,8
29,4.35,8
28,4.2,8
28,4.2,8
27,4.05,8
26,3.9,8
24,3.6,8
24,3.6,8
22,3.3,8
21,3.15,8
20,3,8
19,2.85,8
18,2.7,8
17,2.55,8
15,2.25,8
13,1.95,8
8,1.2,8
1,0.15,-8
0,0,-8
-1,-0.15,-8
0,0,-8
-2,-0.3,-8
0,0,-8
2,0.3,-8
2,0.3,-8
3,0.45,-8
4,0.6,-8
5,0.75,8
11,1.65,8
